mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_smote__sampling_strategy,param_smote__k_neighbors,param_pca__n_components,param_clf__n_estimators,param_clf__max_depth,params,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f2,split1_test_f2,mean_test_f2,std_test_f2,rank_test_f2
907.167106628418,43.829936265945435,12.271981120109558,0.5736685991287231,0.8,7,0.95,70,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 7, 'pca__n_components': 0.95, 'clf__n_estimators': 70, 'clf__max_depth': 8}",0.9925139861821329,0.9920130804342512,0.9922635333081921,0.00025045287394087623,24,0.8397900660468656,0.8376455237365609,0.8387177948917133,0.001072271155152349,15
1716.2012890577316,0.8964582681655884,14.264988660812378,0.14887046813964844,0.8,6,,70,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 6, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 8}",0.9981244890434894,0.9984851702981169,0.9983048296708031,0.00018034062731375755,2,0.8814471554267974,0.865330649351371,0.8733889023890842,0.008058253037713181,1
1736.9712265729904,24.46185338497162,14.421973943710327,0.020763874053955078,0.8,7,,70,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 7, 'pca__n_components': None, 'clf__n_estimators': 70, 'clf__max_depth': 8}",0.9978319413942901,0.998284795998926,0.998058368696608,0.00022642730231792196,6,0.8724147210064035,0.8724833860221931,0.8724490535142984,3.4332507894807573e-05,3
1109.1936786174774,43.00812864303589,16.43900990486145,0.8932216167449951,0.8,6,0.95,102,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 6, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 8}",0.9922855585656348,0.9941891453234643,0.9932373519445495,0.0009517933789147115,20,0.8398929743378567,0.8360524029475815,0.8379726886427191,0.0019202856951375802,17
1163.5006929636002,31.886473774909973,16.298345685005188,0.7485285997390747,0.8,7,0.95,102,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 7, 'pca__n_components': 0.95, 'clf__n_estimators': 102, 'clf__max_depth': 8}",0.9925620762066588,0.9920050654622835,0.9922835708344712,0.00027850537218765403,23,0.8398165177433093,0.8376404566622293,0.8387284872027694,0.0010880305405400192,14
2381.477958917618,36.11561918258667,18.720402598381042,0.22205650806427002,0.8,6,,102,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 6, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 8}",0.998204639084366,0.9984090280644243,0.9983068335743952,0.00010219449002918379,1,0.8804392086778495,0.8652652622059096,0.8728522354418795,0.007586973235969963,2
2306.924875855446,14.461875796318054,18.443829655647278,0.1106194257736206,0.8,7,,102,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 7, 'pca__n_components': None, 'clf__n_estimators': 102, 'clf__max_depth': 8}",0.9978239263902025,0.9983008259428613,0.9980623761665319,0.0002384497763294191,5,0.8699484855938552,0.871873827510318,0.8709111565520866,0.0009626709582313819,5
1447.944797039032,39.823062896728516,22.10895323753357,1.197038173675537,0.8,6,0.95,150,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 6, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 8}",0.9922294535370213,0.9941971602954318,0.9932133069162266,0.0009838533792052573,21,0.8398546019973908,0.8360529444592726,0.8379537732283318,0.0019008287690591152,18
1448.7955285310745,80.65693509578705,22.163391709327698,1.165897250175476,0.8,7,0.95,150,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 7, 'pca__n_components': 0.95, 'clf__n_estimators': 150, 'clf__max_depth': 8}",0.9926101662311848,0.9920451403221218,0.9923276532766533,0.0002825129545315219,22,0.8398401208723096,0.8376385811563465,0.8387393510143281,0.0011007698579815761,13
3133.9930443763733,7.843698024749756,25.298668384552002,0.15808939933776855,0.8,6,,150,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 6, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 8}",0.9981525415577962,0.9984210505223758,0.9982867960400861,0.0001342544822898195,3,0.8743272407639091,0.8653598339991845,0.8698435373815467,0.004483703382362314,6
3096.3223719596863,5.983017206192017,25.466792225837708,0.059760451316833496,0.8,7,,150,8,"{'smote__sampling_strategy': 0.8, 'smote__k_neighbors': 7, 'pca__n_components': None, 'clf__n_estimators': 150, 'clf__max_depth': 8}",0.9978599939085969,0.9982727735409745,0.9980663837247857,0.00020638981618881225,4,0.8715878287557687,0.8705075392127124,0.8710476839842405,0.0005401447715281393,4
