mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_patience,param_num_epochs,param_learning_rate,param_hidden_layers,param_dropout_rate,param_batch_size,param_accumulation_steps,params,split0_test_recall,split1_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_f2,split1_test_f2,mean_test_f2,std_test_f2,rank_test_f2
57521.89423811436,43.33031523227692,6.040897488594055,0.07150018215179443,35,100,5e-05,"[15, 15, 15]",0.2,64,8,"{'patience': 35, 'num_epochs': 100, 'learning_rate': 5e-05, 'hidden_layers': [15, 15, 15], 'dropout_rate': 0.2, 'batch_size': 64, 'accumulation_steps': 8}",0.9983654274050467,0.9976801618738426,0.9980227946394447,0.0003426327656020911,2,0.9953523971993375,0.9939473139816689,0.9946498555905032,0.0007025416088343173,1
49082.26580405235,9228.048671722412,5.805206060409546,0.1066746711730957,35,100,5e-05,"[5, 40, 5]",0.2,64,8,"{'patience': 35, 'num_epochs': 100, 'learning_rate': 5e-05, 'hidden_layers': [5, 40, 5], 'dropout_rate': 0.2, 'batch_size': 64, 'accumulation_steps': 8}",0.9985229953669559,0.9998619329696268,0.9991924641682913,0.0006694688013354488,1,0.9869544128807315,0.9815484281015847,0.9842514204911581,0.0027029923895733887,2
